2026-07-10 08:09:50.709 -0500 core5-000FFF9FC470 [960651] INFO: [launchdarkly-microservice] Got updated flag message
2026-07-10 08:09:50.709 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PUBLISH (d0, q0, r0, m0, 's1/c4/features/flags/v1/biscayne-entry-update-restrictions', ... (357 bytes))
2026-07-10 08:09:50.709 -0500 core5-000FFF9FC470 [960651] INFO: [launchdarkly-microservice] Got updated flag message
2026-07-10 08:09:50.710 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PUBLISH (d0, q0, r0, m0, 's1/c4/features/flags/v1/biscayne-entry-health-microservice', ... (2 bytes))
2026-07-10 08:09:50.710 -0500 core5-000FFF9FC470 [960651] INFO: [launchdarkly-microservice] Got updated flag message
2026-07-10 08:09:50.710 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PUBLISH (d0, q0, r0, m0, 's1/c4/features/flags/v1/c4os_test_array', ... (2 bytes))
2026-07-10 08:09:50.710 -0500 core5-000FFF9FC470 [960651] INFO: [launchdarkly-microservice] Got updated flag message
2026-07-10 08:09:50.710 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PUBLISH (d0, q0, r0, m0, 's1/c4/features/flags/v1/health_microservice-maximum-aws-batch-size', ... (1 bytes))
2026-07-10 08:09:50.710 -0500 core5-000FFF9FC470 [960651] INFO: [launchdarkly-microservice] Got updated flag message
2026-07-10 08:09:50.710 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PUBLISH (d0, q0, r0, m0, 's1/c4/features/flags/v1/freeswitch-config', ... (2540 bytes))
2026-07-10 08:09:50.710 -0500 core5-000FFF9FC470 [960651] INFO: [launchdarkly-microservice] Got updated flag message
2026-07-10 08:09:50.710 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PUBLISH (d0, q0, r0, m0, 's1/c4/features/flags/v1/chewacla', ... (1 bytes))
2026-07-10 08:09:50.710 -0500 core5-000FFF9FC470 [960651] INFO: [launchdarkly-microservice] Got updated flag message
2026-07-10 08:09:50.710 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PUBLISH (d0, q0, r0, m0, 's1/c4/features/flags/v1/biscayne-entry-skbsslengine', ... (2 bytes))
2026-07-10 08:09:50.710 -0500 core5-000FFF9FC470 [960651] INFO: [launchdarkly-microservice] Got updated flag message
2026-07-10 08:09:50.710 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PUBLISH (d0, q0, r0, m0, 's1/c4/features/flags/v1/health_microservice-persist-messages', ... (1 bytes))
2026-07-10 08:09:50.710 -0500 core5-000FFF9FC470 [960651] INFO: [launchdarkly-microservice] Got updated flag message
2026-07-10 08:09:50.710 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PUBLISH (d0, q0, r0, m0, 's1/c4/features/flags/v1/biscayne-entry-fake', ... (2 bytes))
2026-07-10 08:09:50.710 -0500 core5-000FFF9FC470 [960651] INFO: [launchdarkly-microservice] Got updated flag message
2026-07-10 08:09:50.711 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PUBLISH (d0, q0, r0, m0, 's1/c4/features/flags/v1/zsvr-basic-cluster-timeout', ... (4 bytes))
2026-07-10 08:09:50.711 -0500 core5-000FFF9FC470 [960651] INFO: [launchdarkly-microservice] Got updated flag message
2026-07-10 08:09:50.711 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PUBLISH (d0, q0, r0, m0, 's1/c4/features/flags/v1/carlsbad2', ... (1 bytes))
2026-07-10 08:09:50.711 -0500 core5-000FFF9FC470 [960651] INFO: [launchdarkly-microservice] Got updated flag message
2026-07-10 08:09:50.711 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PUBLISH (d0, q0, r0, m0, 's1/c4/features/flags/v1/biscayne-entry-control4-osd', ... (283 bytes))
2026-07-10 08:09:50.711 -0500 core5-000FFF9FC470 [960651] INFO: [launchdarkly-microservice] Got updated flag message
2026-07-10 08:09:50.711 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PUBLISH (d0, q0, r0, m0, 's1/c4/features/flags/v1/c4os_test_json', ... (15 bytes))
2026-07-10 08:09:50.711 -0500 core5-000FFF9FC470 [960651] INFO: [launchdarkly-microservice] Got updated flag message
2026-07-10 08:09:50.713 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PUBLISH (d0, q0, r0, m0, 's1/c4/features/flags/v1/grand_teton', ... (1 bytes))
2026-07-10 08:09:50.713 -0500 core5-000FFF9FC470 [960651] INFO: [launchdarkly-microservice] Got updated flag message
2026-07-10 08:09:50.719 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PUBLISH (d0, q0, r0, m0, 's1/c4/features/flags/v1/biscayne-entry-cvm-getter', ... (2 bytes))
2026-07-10 08:09:50.719 -0500 core5-000FFF9FC470 [960651] INFO: [launchdarkly-microservice] Got updated flag message
2026-07-10 08:09:50.720 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PUBLISH (d0, q0, r0, m0, 's1/c4/features/flags/v1/c4os_test_num', ... (1 bytes))
2026-07-10 08:09:50.720 -0500 core5-000FFF9FC470 [960651] INFO: [launchdarkly-microservice] Got updated flag message
2026-07-10 08:09:50.722 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PUBLISH (d0, q0, r0, m0, 's1/c4/features/flags/v1/CECNonTvMessages', ... (1 bytes))
2026-07-10 08:09:50.722 -0500 core5-000FFF9FC470 [960651] INFO: [launchdarkly-microservice] Got updated flag message
2026-07-10 08:09:50.722 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PUBLISH (d0, q0, r0, m0, 's1/c4/features/flags/v1/health_microservice-aws-secret-key', ... (0 bytes))
2026-07-10 08:09:50.722 -0500 core5-000FFF9FC470 [960651] INFO: [launchdarkly-microservice] Got updated flag message
2026-07-10 08:09:50.723 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PUBLISH (d0, q0, r0, m0, 's1/c4/features/flags/v1/acadia-ca-10', ... (1 bytes))
2026-07-10 08:09:50.723 -0500 core5-000FFF9FC470 [960651] INFO: [launchdarkly-microservice] Got updated flag message
2026-07-10 08:09:50.726 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PUBLISH (d0, q0, r0, m0, 's1/c4/features/flags/v1/CECLuaDriver', ... (1 bytes))
2026-07-10 08:09:50.726 -0500 core5-000FFF9FC470 [960651] INFO: [launchdarkly-microservice] Got updated flag message
2026-07-10 08:09:50.727 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PUBLISH (d0, q0, r0, m0, 's1/c4/features/flags/v1/c4os_test_v1', ... (2 bytes))
2026-07-10 08:09:50.727 -0500 core5-000FFF9FC470 [960651] INFO: [launchdarkly-microservice] Got updated flag message
2026-07-10 08:09:50.728 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PUBLISH (d0, q0, r0, m0, 's1/c4/features/flags/v1/biscayne-entry-gstreamer-widevine', ... (368 bytes))
2026-07-10 08:09:50.728 -0500 core5-000FFF9FC470 [960651] INFO: [launchdarkly-microservice] Got updated flag message
2026-07-10 08:09:50.729 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PUBLISH (d0, q0, r0, m0, 's1/c4/features/flags/v1/health_microservice-persisted-messages-high-water-mark', ... (1 bytes))
2026-07-10 08:09:50.729 -0500 core5-000FFF9FC470 [960651] INFO: [launchdarkly-microservice] Got updated flag message
2026-07-10 08:09:50.730 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PUBLISH (d0, q0, r0, m0, 's1/c4/features/flags/v1/health_microservice-aws-region', ... (0 bytes))
2026-07-10 08:09:50.730 -0500 core5-000FFF9FC470 [960651] INFO: [launchdarkly-microservice] Got updated flag message
2026-07-10 08:09:50.732 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PUBLISH (d0, q0, r0, m0, 's1/c4/features/flags/v1/biscayne-entry-cam2livekit', ... (2 bytes))
2026-07-10 08:09:50.732 -0500 core5-000FFF9FC470 [960651] INFO: [launchdarkly-microservice] Got updated flag message
2026-07-10 08:10:04.959 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f sending PINGREQ
2026-07-10 08:10:04.959 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PINGRESP
2026-07-10 08:11:04.959 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f sending PINGREQ
2026-07-10 08:11:04.959 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PINGRESP
2026-07-10 08:12:04.960 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f sending PINGREQ
2026-07-10 08:12:04.960 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PINGRESP
2026-07-10 08:13:04.960 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f sending PINGREQ
2026-07-10 08:13:04.961 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PINGRESP
2026-07-10 08:14:04.961 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f sending PINGREQ
2026-07-10 08:14:04.961 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PINGRESP
2026-07-10 08:15:04.961 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f sending PINGREQ
2026-07-10 08:15:04.962 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PINGRESP
2026-07-10 08:16:04.962 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f sending PINGREQ
2026-07-10 08:16:04.962 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PINGRESP
2026-07-10 08:17:04.962 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f sending PINGREQ
2026-07-10 08:17:04.962 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PINGRESP
2026-07-10 08:18:04.963 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f sending PINGREQ
2026-07-10 08:18:04.963 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PINGRESP
2026-07-10 08:19:04.963 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f sending PINGREQ
2026-07-10 08:19:04.964 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PINGRESP
2026-07-10 08:20:04.964 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f sending PINGREQ
2026-07-10 08:20:04.964 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PINGRESP
2026-07-10 08:21:04.964 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f sending PINGREQ
2026-07-10 08:21:04.964 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PINGRESP
2026-07-10 08:22:04.965 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f sending PINGREQ
2026-07-10 08:22:04.965 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PINGRESP
2026-07-10 08:23:04.965 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f sending PINGREQ
2026-07-10 08:23:04.965 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PINGRESP
2026-07-10 08:24:04.966 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f sending PINGREQ
2026-07-10 08:24:04.966 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PINGRESP
2026-07-10 08:25:04.966 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f sending PINGREQ
2026-07-10 08:25:04.966 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PINGRESP
2026-07-10 08:26:04.967 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f sending PINGREQ
2026-07-10 08:26:04.967 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PINGRESP
2026-07-10 08:27:04.967 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f sending PINGREQ
2026-07-10 08:27:04.967 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PINGRESP
2026-07-10 08:28:04.968 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f sending PINGREQ
2026-07-10 08:28:04.968 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PINGRESP
2026-07-10 08:29:04.968 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f sending PINGREQ
2026-07-10 08:29:04.968 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PINGRESP
2026-07-10 08:30:04.969 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f sending PINGREQ
2026-07-10 08:30:04.969 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PINGRESP
2026-07-10 08:31:04.969 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f sending PINGREQ
2026-07-10 08:31:04.969 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PINGRESP
2026-07-10 08:32:04.970 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f sending PINGREQ
2026-07-10 08:32:04.970 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PINGRESP
2026-07-10 08:33:04.970 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f sending PINGREQ
2026-07-10 08:33:04.970 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PINGRESP
2026-07-10 08:34:04.970 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f sending PINGREQ
2026-07-10 08:34:04.971 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PINGRESP
2026-07-10 08:35:04.971 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f sending PINGREQ
2026-07-10 08:35:04.971 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PINGRESP
2026-07-10 08:36:04.971 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f sending PINGREQ
2026-07-10 08:36:04.972 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PINGRESP
2026-07-10 08:37:04.972 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f sending PINGREQ
2026-07-10 08:37:04.972 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PINGRESP
2026-07-10 08:38:04.972 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f sending PINGREQ
2026-07-10 08:38:04.972 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f received PINGRESP
2026-07-10 08:39:04.973 -0500 core5-000FFF9FC470 [960651] DEBUG: [libmicroservice] MQTT: Client launchdarkly-microservice-H75f sending PINGREQ
